dis,ang1,ang2,collision
64,60,182,1
61,166,215,1
25,257,148,1
50,96,14,1
35,107,125,1
29,231,77,1
42,96,50,1
64,62,30,1
57,165,113,1
35,14,52,1
46,136,153,1
24,255,266,1
57,339,177,1
53,243,336,1
64,71,141,1
47,181,96,1
41,319,211,1
65,64,335,1
44,8,283,1
63,3,222,1
56,27,118,1
28,141,333,1
62,6,167,1
54,114,241,1
63,238,36,0
58,190,164,1
44,256,52,0
34,349,97,1
40,239,289,1
55,204,11,1
57,122,313,1
65,228,67,0
30,346,341,1
35,248,48,1
20,233,318,1
46,335,22,1
27,326,345,1
65,166,127,1
30,125,211,1
32,210,156,1
30,194,8,1
31,173,277,1
26,320,198,1
31,339,351,1
38,282,188,1
54,215,116,1
35,121,320,1
57,73,117,1
46,307,98,0
29,99,66,1
53,274,120,0
40,118,233,1
29,105,101,1
57,76,128,1
49,279,217,1
21,204,342,1
64,0,351,1
29,340,205,1
51,65,85,1
28,176,321,1
28,208,105,1
39,351,172,1
60,101,328,1
50,209,74,0
40,27,144,1
34,184,147,1
41,32,64,1
58,152,307,1
62,292,139,0
52,18,250,1
39,272,246,1
38,316,28,1
29,11,257,1
35,240,292,1
52,60,295,1
65,307,94,0
35,158,220,1
38,66,281,1
65,7,210,1
20,110,235,1
41,237,270,1
40,342,162,1
19,32,101,1
51,301,279,1
35,115,41,1
48,222,215,1
56,160,121,1
29,262,108,1
64,47,283,1
55,235,209,1
52,216,343,1
24,197,153,1
43,47,320,1
26,65,153,1
30,89,125,1
30,118,333,1
44,218,231,1
19,188,245,1
48,56,70,1
62,103,341,1
50,164,114,1
34,258,268,1
57,142,81,1
48,356,182,1
27,94,90,1
41,216,141,1
34,332,195,1
34,294,322,1
63,324,284,1
38,97,152,1
29,31,313,1
39,133,304,1
33,214,260,1
57,170,118,1
50,191,233,1
45,339,27,1
45,349,306,1
56,208,170,1
29,227,247,1
29,3,59,1
65,231,52,0
38,0,283,1
55,33,306,1
54,46,311,1
24,134,317,1
48,227,14,1
60,285,150,0
20,167,216,1
33,194,257,1
27,48,329,1
19,260,227,1
18,64,178,1
52,112,87,1
21,244,143,1
49,215,55,0
61,112,356,1
46,266,83,0
59,138,91,1
60,106,47,1
51,346,190,1
42,279,134,0
58,20,16,1
40,230,317,1
52,146,15,1
56,279,335,1
30,323,356,1
48,210,85,1
27,302,244,1
47,242,224,1
27,279,286,1
30,264,216,1
20,353,99,1
31,292,319,1
27,266,10,1
25,93,44,1
62,141,89,1
21,31,159,1
32,26,217,1
55,102,350,1
49,331,139,1
32,294,83,1
20,59,282,1
51,252,103,0
59,265,46,0
28,298,288,1
44,216,17,1
33,99,95,1
23,214,162,1
56,197,225,1
54,23,25,1
20,53,122,1
56,42,281,1
63,122,255,1
28,302,169,1
24,99,288,1
22,251,143,1
60,353,355,1
61,191,215,1
61,119,167,1
37,9,157,1
27,172,314,1
30,2,339,1
21,273,202,1
48,278,178,1
43,3,80,1
32,87,155,1
18,238,204,1
19,130,89,1
44,162,218,1
34,92,19,1
32,249,352,1
55,209,206,1
28,328,252,1
63,271,265,1
30,128,6,1
58,237,179,1
50,5,243,1
57,325,267,1
37,314,240,1
27,316,164,1
46,63,186,1
35,283,284,1
37,147,12,1
42,51,53,1
21,24,48,1
43,31,47,1
21,127,172,1
24,68,256,1
51,335,23,1
22,343,345,1
55,120,169,1
26,62,225,1
51,286,165,1
22,278,166,1
19,97,184,1
33,273,344,1
27,271,94,1
52,11,231,1
38,37,332,1
47,202,255,1
47,159,170,1
54,284,290,1
23,176,276,1
55,69,112,1
27,139,103,1
25,97,358,1
54,350,267,1
59,178,353,1
35,242,204,1
28,6,163,1
52,132,191,1
18,94,194,1
49,150,134,1
57,86,297,1
55,174,44,1
48,309,57,1
29,109,113,1
30,218,55,1
49,99,51,1
36,250,8,1
42,234,325,1
49,46,5,1
46,322,269,1
63,131,227,1
34,163,169,1
64,0,352,1
35,195,147,1
46,70,319,1
46,134,57,1
57,244,5,0
39,84,70,1
62,279,37,0
22,138,227,1
56,352,20,1
25,54,279,1
35,283,249,1
54,221,139,1
28,312,353,1
34,126,25,1
35,253,227,1
25,304,330,1
63,171,42,1
29,148,287,1
32,346,80,1
57,141,95,1
32,12,220,1
57,146,41,1
22,17,109,1
63,188,82,0
51,336,245,1
28,78,59,1
56,103,290,1
20,88,33,1
60,152,354,1
42,146,294,1
29,263,148,1
41,46,134,1
48,345,22,1
38,142,16,1
53,289,170,1
25,158,192,1
36,102,332,1
60,310,140,0
47,300,111,0
55,91,189,1
48,265,62,0
22,270,307,1
54,243,20,0
30,298,89,1
32,123,307,1
45,152,253,1
34,232,167,1
31,105,43,1
28,347,235,1
43,119,166,1
43,147,162,1
49,306,71,0
47,301,86,0
36,267,4,1
27,21,180,1
32,225,301,1
26,290,200,1
40,77,90,1
34,285,98,0
42,312,317,1
56,337,256,1
62,37,23,1
51,236,111,0
20,271,216,1
41,205,293,1
61,233,87,0
32,262,206,1
38,236,11,1
52,335,168,1
30,142,246,1
50,264,123,0
37,75,226,1
64,247,260,1
53,52,134,1
55,189,9,1
29,202,329,1
43,225,199,1
35,201,176,1
47,202,133,1
25,311,123,1
30,149,24,1
37,55,299,1
45,168,241,1
55,234,57,0
64,267,120,0
29,187,161,1
60,74,241,1
45,3,56,1
48,270,118,0
29,342,245,1
29,184,338,1
46,286,91,0
24,318,313,1
56,94,229,1
51,31,212,1
33,129,347,1
43,159,304,1
62,349,22,1
52,43,172,1
48,94,66,1
55,227,353,1
51,217,159,1
25,64,250,1
65,239,4,0
36,352,243,1
50,281,279,1
47,228,33,0
44,109,56,1
56,40,94,1
61,56,131,1
51,234,114,0
60,315,33,1
26,267,192,1
59,265,156,0
31,135,213,1
25,14,100,1
24,317,277,1
53,342,187,1
37,342,160,1
47,233,58,0
45,307,261,1
19,295,250,1
48,159,9,1
43,332,148,1
52,289,107,0
54,192,165,1
61,228,100,0
26,340,265,1
61,84,145,1
58,93,25,1
43,180,292,1
26,323,301,1
60,191,278,1
22,350,58,1
19,115,148,1
44,219,169,1
21,1,184,1
35,49,135,1
35,8,130,1
25,186,57,1
55,239,86,0
64,187,216,1
37,38,152,1
52,246,286,1
39,45,270,1
23,159,186,1
28,82,170,1
47,339,267,1
32,126,178,1
39,196,21,1
50,13,160,1
34,57,290,1
61,17,329,1
32,231,36,1
19,246,9,1
52,75,329,1
38,226,91,1
54,114,298,1
24,140,300,1
44,212,260,1
26,104,303,1
56,153,204,1
45,292,297,1
48,219,162,1
25,234,176,1
25,21,15,1
33,221,178,1
61,133,64,1
63,8,202,1
23,68,89,1
51,33,40,1
60,39,113,1
26,223,170,1
53,261,152,0
39,76,188,1
60,111,277,1
63,74,253,1
60,62,309,1
58,77,263,1
39,358,308,1
36,264,115,1
43,32,66,1
37,238,294,1
49,289,128,0
60,22,194,1
28,245,298,1
25,58,302,1
50,162,303,1
47,20,2,1
58,269,150,0
63,348,153,1
42,287,304,1
51,4,44,1
22,283,350,1
21,184,115,1
42,115,123,1
19,137,61,1
48,293,254,1
30,101,5,1
63,39,45,1
47,236,248,1
64,335,244,1
45,235,27,1
55,62,210,1
32,180,145,1
48,340,20,1
29,65,228,1
61,93,209,1
45,88,39,1
63,206,14,1
42,58,220,1
46,144,104,1
64,198,327,1
27,181,315,1
18,2,279,1
57,212,254,1
59,231,166,1
59,76,42,1
56,288,313,1
51,42,221,1
51,328,182,1
45,82,327,1
32,348,318,1
18,25,87,1
28,285,292,1
42,126,325,1
50,334,193,1
48,286,105,0
35,40,227,1
64,152,342,1
46,327,185,1
46,92,32,1
55,231,311,1
31,200,334,1
29,141,358,1
54,323,34,1
47,355,274,1
40,169,79,1
22,0,315,1
24,273,242,1
29,97,283,1
23,70,133,1
26,199,302,1
39,314,73,1
59,331,270,1
35,267,68,0
48,67,9,1
26,231,323,1
38,203,64,1
62,173,285,1
33,51,141,1
52,72,337,1
42,319,327,1
58,212,185,1
44,29,4,1
35,157,235,1
49,272,182,1
45,55,28,1
28,45,33,1
26,267,198,1
23,114,16,1
25,328,252,1
53,219,354,1
40,44,233,1
19,169,128,1
44,64,337,1
29,345,238,1
48,251,185,1
36,333,66,1
35,166,351,1
39,104,203,1
38,255,314,1
52,268,197,1
58,50,254,1
32,314,300,1
48,39,357,1
60,157,309,1
48,55,64,1
45,20,323,1
52,23,125,1
40,123,82,1
54,170,107,1
26,173,290,1
27,293,278,1
47,219,227,1
41,195,149,1
63,347,195,1
22,48,19,1
45,168,158,1
56,336,160,1
47,346,166,1
57,304,281,1
47,219,209,1
49,251,108,0
64,116,118,1
25,353,329,1
35,192,193,1
26,23,95,1
38,272,258,1
25,353,282,1
30,340,352,1
26,38,87,1
44,279,284,1
57,12,352,1
24,168,159,1
24,332,69,1
30,13,259,1
38,146,311,1
40,68,152,1
47,285,289,1
28,57,237,1
24,149,48,1
31,298,98,1
19,74,255,1
38,115,90,1
32,24,249,1
51,101,239,1
60,83,42,1
51,257,7,1
19,199,303,1
19,321,348,1
62,26,28,1
33,343,64,1
28,198,287,1
35,318,135,1
32,67,294,1
20,342,231,1
35,99,248,1
50,177,304,1
48,99,271,1
56,29,4,1
37,261,48,1
35,314,22,1
45,321,212,1
59,204,201,1
40,78,50,1
44,195,176,1
37,211,19,1
61,24,39,1
37,38,223,1
59,21,240,1
57,35,226,1
64,109,53,1
27,286,58,1
47,6,320,1
42,302,15,1
52,201,326,1
21,230,357,1
65,70,79,1
57,73,312,1
20,48,218,1
21,236,321,1
64,255,300,1
22,223,79,1
34,117,38,1
39,21,175,1
38,282,248,1
29,162,228,1
45,325,45,1
54,191,273,1
58,260,286,1
24,215,181,1
24,254,218,1
20,84,245,1
45,359,61,1
55,358,300,1
40,260,301,1
26,103,262,1
32,104,158,1
45,80,45,1
60,53,16,1
50,191,260,1
58,131,39,1
60,350,220,1
20,93,175,1
32,60,153,1
31,157,10,1
30,17,226,1
40,255,294,1
47,357,319,1
43,243,351,1
28,349,64,1
26,313,241,1
49,257,330,1
57,239,35,0
31,8,292,1
20,74,264,1
48,178,173,1
38,265,36,1
43,125,8,1
33,70,255,1
40,3,242,1
41,29,126,1
23,327,333,1
34,199,7,1
53,61,145,1
22,118,54,1
22,143,208,1
57,51,119,1
24,340,13,1
41,325,38,1
25,15,339,1
64,324,283,1
40,345,205,1
28,13,262,1
26,74,125,1
30,107,172,1
27,92,18,1
63,234,1,0
52,61,307,1
39,235,73,0
35,40,166,1
43,331,345,1
22,144,169,1
46,105,280,1
32,31,214,1
29,59,14,1
64,199,80,0
56,193,341,1
18,6,255,1
19,233,306,1
38,111,152,1
28,31,283,1
39,39,206,1
49,100,224,1
50,37,8,1
26,48,52,1
36,338,271,1
55,247,85,0
19,297,260,1
40,56,174,1
42,307,324,1
21,327,300,1
60,84,142,1
34,324,152,1
48,42,300,1
43,37,332,1
40,307,345,1
55,320,202,1
52,180,285,1
24,100,197,1
37,328,292,1
46,335,262,1
34,234,268,1
53,47,235,1
59,24,178,1
54,211,135,1
54,114,67,1
38,58,257,1
64,114,246,1
30,324,225,1
23,234,110,1
48,20,53,1
36,174,237,1
35,233,315,1
48,191,76,1
23,73,147,1
31,261,229,1
43,53,74,1
35,198,237,1
28,87,10,1
19,256,340,1
35,249,79,0
64,271,354,0
44,161,316,1
38,259,273,1
18,328,168,1
59,354,125,0
36,188,260,1
45,34,183,1
26,310,242,1
19,54,129,1
37,69,60,1
27,255,345,1
29,291,353,1
61,25,275,1
32,163,239,1
31,343,148,1
54,283,306,1
41,271,313,1
22,109,47,1
32,185,240,1
34,248,107,1
57,17,320,1
28,178,254,1
42,340,256,1
44,298,35,1
45,298,62,1
56,339,210,1
28,29,178,1
25,196,68,1
45,15,48,1
22,38,344,1
57,203,347,1
24,186,232,1
65,172,30,1
37,114,151,1
29,157,90,1
40,231,23,1
58,52,35,1
64,49,137,1
37,3,77,1
25,310,128,1
36,64,303,1
51,231,339,1
60,92,315,1
27,175,306,1
48,84,247,1
29,167,212,1
40,107,72,1
55,309,11,1
39,332,99,1
60,346,173,1
48,332,89,1
23,65,273,1
41,307,278,1
57,341,335,1
33,127,274,1
46,149,126,1
21,109,227,1
25,181,249,1
28,336,337,1
61,336,27,1
25,15,75,1
31,9,39,1
49,183,297,1
37,193,133,1
49,94,124,1
49,38,267,1
23,256,220,1
46,300,308,1
57,70,59,1
37,57,247,1
59,49,354,1
25,224,201,1
35,47,21,1
53,105,116,1
31,69,156,1
18,143,2,1
57,202,136,1
65,175,203,1
43,148,162,1
32,235,300,1
62,286,175,0
35,200,26,1
41,161,60,1
60,133,245,1
37,291,78,1
31,121,48,1
36,87,196,1
55,240,1,1
60,344,4,1
30,351,214,1
30,1,5,1
49,348,12,1
41,155,163,1
57,221,75,0
24,315,266,1
18,279,345,1
33,103,283,1
22,204,106,1
45,56,260,1
20,204,88,1
57,150,201,1
18,117,243,1
25,175,7,1
51,334,107,0
20,2,186,1
42,300,29,1
63,242,231,1
31,8,86,1
34,26,155,1
38,342,191,1
29,234,165,1
63,340,17,1
59,173,147,1
35,253,253,1
63,184,133,1
31,96,175,1
43,228,209,1
42,298,351,1
28,156,128,1
53,161,247,1
56,137,219,1
56,197,75,0
63,258,216,1
43,34,48,1
63,336,26,1
43,42,83,1
26,130,342,1
21,304,197,1
26,110,350,1
64,50,244,1
43,15,289,1
53,249,349,1
61,356,155,1
24,314,346,1
43,313,211,1
19,187,17,1
60,343,280,1
60,75,277,1
35,146,346,1
34,24,144,1
54,62,347,1
38,28,200,1
31,75,331,1
32,16,195,1
26,32,338,1
50,78,139,1
37,192,172,1
30,256,41,1
34,275,177,1
64,322,282,1
49,78,40,1
61,39,192,1
48,53,128,1
26,57,148,1
35,50,181,1
30,97,350,1
27,159,266,1
63,251,231,1
62,35,20,1
41,143,50,1
39,32,338,1
37,236,81,1
27,71,318,1
54,357,338,1
33,206,206,1
31,341,123,1
50,55,156,1
33,302,62,1
54,7,120,1
44,100,21,1
62,125,146,1
59,233,308,1
30,269,10,1
60,22,290,1
61,152,255,1
22,191,289,1
45,193,106,1
47,117,187,1
41,202,329,1
31,106,69,1
36,217,40,1
44,158,352,1
59,277,317,1
31,114,60,1
22,182,28,1
35,128,317,1
47,190,178,1
28,266,349,1
52,141,275,1
20,15,195,1
63,76,192,1
28,16,0,1
45,269,170,1
54,258,338,1
52,43,71,1
37,283,341,1
36,38,293,1
29,312,306,1
40,290,58,1
21,219,345,1
35,15,274,1
57,230,348,1
39,226,184,1
61,172,49,1
54,26,35,1
54,5,111,1
51,236,15,1
60,112,289,1
35,247,137,1
23,54,233,1
31,121,202,1
24,94,150,1
53,287,232,1
32,38,139,1
55,137,163,1
53,128,189,1
57,194,157,1
38,85,196,1
32,171,331,1
35,75,16,1
39,356,237,1
59,187,89,0
46,159,292,1
36,248,224,1
52,176,290,1
33,118,211,1
53,134,16,1
51,92,68,1
25,158,300,1
51,321,83,0
50,179,45,1
46,144,189,1
55,40,33,1
22,206,131,1
29,70,342,1
55,176,11,1
29,219,126,1
22,53,120,1
53,234,171,1
55,86,171,1
40,142,180,1
45,305,81,0
55,119,284,1
64,109,174,1
39,106,339,1
65,59,356,1
48,129,235,1
20,328,263,1
36,113,262,1
38,213,50,1
40,151,274,1
36,195,240,1
33,112,344,1
50,160,106,1
31,203,23,1
32,110,134,1
54,123,129,1
34,260,78,0
53,59,249,1
56,89,100,1
57,41,82,1
25,61,58,1
37,13,160,1
62,306,0,1
59,302,279,1
31,316,100,1
26,137,224,1
35,303,35,1
57,112,25,1
57,212,112,0
41,30,100,1
31,220,334,1
54,50,302,1
43,325,303,1
30,101,31,1
58,22,85,1
61,138,303,1
46,229,158,1
33,66,359,1
34,226,89,1
46,26,64,1
64,193,45,0
52,25,251,1
25,269,92,1
63,185,238,1
46,322,350,1
60,62,315,1
55,23,119,1
19,61,24,1
30,276,226,1
45,281,258,1
32,300,34,1
46,317,134,0
29,137,287,1
31,232,229,1
42,3,196,1
47,113,186,1
62,198,228,1
26,40,139,1
59,197,193,1
30,49,140,1
26,32,291,1
31,285,301,1
56,170,312,1
36,184,182,1
42,70,237,1
56,180,157,1
60,19,237,1
60,130,257,1
43,171,162,1
38,163,141,1
60,276,173,0
21,152,76,1
27,112,14,1
42,201,337,1
35,143,325,1
23,325,154,1
28,205,99,1
56,122,107,1
24,48,244,1
42,22,82,1
27,245,124,1
51,142,63,1
31,16,359,1
63,264,37,0
27,342,181,1
33,327,13,1
26,4,59,1
19,322,107,1
49,275,50,0
32,92,236,1
52,217,293,1
45,11,136,1
20,334,142,1
25,70,271,1
24,90,346,1
53,170,145,1
48,176,256,1
63,332,267,1
20,339,41,1
60,66,294,1
28,236,344,1
59,197,269,1
36,190,124,1
32,355,66,1
54,47,357,1
34,115,6,1
46,67,352,1
47,58,245,1
26,134,10,1
26,336,98,1
41,170,231,1
34,224,350,1
28,284,300,1
29,74,337,1
49,44,346,1
55,205,71,0
23,192,360,1
52,251,219,1
37,94,125,1
28,156,273,1
30,147,39,1
36,109,179,1
59,32,13,1
33,356,0,1
34,32,124,1
32,100,132,1
19,127,37,1
24,108,324,1
47,17,109,1
62,65,102,1
36,28,294,1
45,183,128,1
41,242,174,1
48,329,102,0
21,293,273,1
55,46,275,1
39,295,177,1
40,144,202,1
52,116,270,1
34,343,257,1
25,175,253,1
27,323,352,1
45,281,141,0
24,241,346,1
22,24,310,1
37,127,158,1
36,352,125,1
31,28,180,1
64,96,229,1
64,220,20,0
55,117,195,1
26,69,145,1
31,225,353,1
20,152,96,1
56,36,234,1
24,200,254,1
21,338,248,1
64,189,12,1
55,92,35,1
37,59,23,1
50,247,228,1
63,330,231,1
40,202,64,1
26,198,119,1
40,42,151,1
54,155,143,1
53,247,345,1
38,314,256,1
35,198,141,1
45,219,275,1
29,147,182,1
22,114,252,1
46,250,316,1
53,82,98,1
20,215,299,1
41,237,326,1
31,151,333,1
45,266,181,1
56,359,7,1
36,300,68,1
60,56,189,1
47,329,188,1
46,125,66,1
55,186,49,1
32,300,182,1
36,267,322,1
28,12,41,1
41,323,36,1
52,247,179,1
35,106,169,1
36,49,233,1
57,44,248,1
32,356,168,1
45,39,202,1
35,305,328,1
38,335,41,1
23,257,32,1
31,95,16,1
40,226,307,1
36,359,260,1
49,99,282,1
23,315,114,1
22,301,29,1
36,285,213,1
21,348,116,1
34,358,187,1
44,230,348,1
20,35,167,1
54,156,319,1
22,297,360,1
37,302,322,1
30,161,203,1
26,109,52,1
46,3,55,1
49,268,169,1
45,292,199,1
26,137,319,1
20,71,156,1
42,228,348,1
37,183,288,1
55,70,208,1
58,235,276,1
28,132,116,1
52,2,208,1
37,121,233,1
55,88,313,1
49,160,73,1
52,341,252,1
58,43,97,1
25,43,136,1
64,122,206,1
35,350,229,1
58,302,41,0
22,128,105,1
36,319,259,1
43,228,75,0
25,8,334,1
46,78,56,1
34,209,8,1
48,229,27,1
22,162,216,1
19,60,270,1
51,280,206,1
53,68,357,1
61,218,357,1
31,318,142,1
21,169,66,1
20,210,262,1
56,297,340,1
64,121,266,1
37,325,27,1
57,109,240,1
56,310,315,1
48,23,286,1
35,140,84,1
58,17,271,1
51,178,325,1
58,151,193,1
19,165,246,1
63,334,23,1
58,155,59,1
64,166,191,1
30,21,198,1
38,38,274,1
38,214,356,1
62,177,342,1
44,317,293,1
24,17,131,1
61,223,30,0
56,283,283,1
30,355,251,1
29,224,62,1
60,243,141,0
21,79,255,1
33,291,32,1
42,59,210,1
29,335,52,1
40,253,58,0
25,182,114,1
31,193,357,1
50,143,148,1
31,141,115,1
39,357,269,1
25,34,48,1
48,271,174,1
28,84,111,1
58,113,348,1
35,99,134,1
24,249,98,1
62,304,96,0
59,74,182,1
64,62,287,1
37,216,78,1
53,200,286,1
64,201,77,0
42,310,36,1
39,263,292,1
27,318,269,1
45,117,163,1
54,80,20,1
55,153,28,1
21,329,152,1
52,149,241,1
39,146,328,1
47,292,281,1
52,48,83,1
55,118,0,1
41,287,145,1
31,232,85,1
46,235,227,1
29,330,11,1
25,341,205,1
49,86,264,1
52,336,234,1
44,0,308,1
55,110,340,1
28,40,191,1
61,116,144,1
27,291,316,1
59,247,310,1
39,2,332,1
20,82,107,1
44,300,298,1
58,309,96,0
26,74,129,1
29,59,24,1
50,29,327,1
58,303,308,1
42,267,132,1
37,91,224,1
58,196,222,1
19,11,10,1
38,141,243,1
36,24,248,1
64,339,194,1
52,284,276,1
45,325,167,1
44,219,214,1
30,328,330,1
60,346,46,1
36,191,347,1
39,148,239,1
27,178,349,1
23,58,275,1
23,254,35,1
27,284,78,1
26,262,277,1
29,240,27,1
21,97,90,1
22,122,97,1
29,144,253,1
61,241,143,0
19,172,10,1
30,89,107,1
26,288,266,1
47,178,192,1
52,119,233,1
29,105,83,1
22,266,120,1
49,204,196,1
41,301,5,1
23,335,94,1
30,18,26,1
23,146,311,1
18,317,317,1
48,213,34,1
22,3,103,1
48,164,41,1
26,245,111,1
58,45,247,1
52,233,279,1
21,11,209,1
47,62,174,1
36,68,260,1
40,215,289,1
57,321,138,0
19,134,88,1
42,122,165,1
27,318,90,1
47,178,255,1
23,321,272,1
63,214,234,1
56,187,81,0
37,11,196,1
64,33,191,1
49,133,196,1
35,228,101,1
48,135,298,1
28,199,356,1
37,230,0,1
19,63,326,1
33,293,287,1
24,6,93,1
56,214,330,1
57,41,24,1
54,17,317,1
33,225,156,1
53,244,72,0
20,185,150,1
20,57,235,1
58,37,158,1
38,342,296,1
25,252,271,1
42,356,12,1
21,348,242,1
41,34,316,1
64,328,40,1
63,86,198,1
56,132,62,1
50,221,170,1
25,182,61,1
43,284,133,0
46,58,185,1
30,23,217,1
25,14,265,1
33,163,329,1
46,104,7,1
32,57,359,1
54,33,219,1
47,21,149,1
56,162,68,1
36,229,352,1
53,329,201,1
40,124,236,1
52,151,130,1
19,236,215,1
25,18,140,1
27,115,268,1
42,257,352,1
31,175,262,1
30,90,294,1
53,315,231,1
28,72,257,1
50,169,330,1
28,235,209,1
34,195,232,1
61,341,245,1
21,120,5,1
54,206,127,1
35,175,279,1
56,112,267,1
27,324,192,1
23,332,20,1
26,129,40,1
38,145,120,1
20,42,327,1
32,157,185,1
41,109,60,1
28,41,187,1
19,54,314,1
50,343,81,1
26,287,345,1
57,164,29,1
33,118,27,1
56,277,193,1
25,266,313,1
48,81,327,1
41,264,275,1
41,174,82,1
42,259,295,1
50,115,313,1
20,279,58,1
19,152,161,1
36,177,168,1
22,266,101,1
65,273,48,0
19,158,126,1
47,359,153,1
41,173,104,1
40,211,174,1
64,191,314,1
34,173,196,1
34,351,280,1
23,210,199,1
39,194,45,1
28,312,342,1
45,134,188,1
60,352,153,1
43,213,278,1
22,91,150,1
62,171,8,1
25,242,129,1
31,208,172,1
57,274,87,0
19,194,49,1
54,274,307,1
36,225,15,1
45,280,262,1
46,253,127,1
19,24,101,1
58,307,9,1
21,208,251,1
34,279,110,0
55,230,282,1
48,358,47,1
39,8,234,1
61,146,12,1
36,118,170,1
38,173,46,1
29,304,287,1
47,342,223,1
28,128,207,1
61,212,309,1
26,77,143,1
48,274,247,1
26,253,292,1
49,259,181,1
22,117,211,1
54,304,319,1
46,204,59,1
22,52,244,1
56,182,40,1
50,180,68,1
33,145,78,1
33,100,115,1
21,313,92,1
36,25,292,1
25,281,271,1
38,187,320,1
63,165,102,0
24,232,348,1
30,173,205,1
18,146,321,1
34,91,159,1
38,105,2,1
64,84,248,1
37,184,322,1
22,344,116,1
19,156,120,1
63,94,158,1
58,106,320,1
49,312,279,1
53,67,312,1
40,78,188,1
21,64,248,1
62,102,52,1
36,40,149,1
22,355,232,1
46,226,120,1
45,304,235,1
26,244,60,1
39,219,1,1
53,352,140,1
22,354,159,1
34,354,198,1
23,142,105,1
29,64,58,1
32,261,233,1
33,142,266,1
47,53,180,1
29,359,277,1
52,198,38,1
22,275,340,1
19,278,13,1
61,216,156,1
48,332,206,1
26,320,191,1
59,228,349,1
28,235,319,1
44,140,241,1
40,212,185,1
37,251,8,1
36,41,315,1
56,360,83,1
64,255,128,0
38,80,85,1
38,54,56,1
57,91,197,1
43,309,133,0
52,123,204,1
53,119,347,1
55,280,190,1
50,196,154,1
46,349,20,1
55,92,257,1
47,6,324,1
29,308,189,1
55,250,310,1
36,169,12,1
42,193,17,1
35,115,163,1
58,310,318,1
24,65,19,1
20,288,164,1
32,295,177,1
32,160,162,1
63,333,58,0
27,111,225,1
52,162,31,1
30,262,261,1
27,304,300,1
28,322,346,1
33,130,35,1
21,179,224,1
35,303,158,1
26,139,147,1
55,244,175,1
40,143,248,1
64,54,56,1
24,340,70,1
37,132,5,1
63,180,172,1
19,139,118,1
50,215,46,0
60,317,23,1
62,56,266,1
34,35,95,1
40,15,257,1
53,268,35,0
42,51,80,1
31,54,279,1
20,104,290,1
52,14,122,1
50,129,263,1
41,232,342,1
31,255,297,1
39,293,146,1
28,10,115,1
62,20,91,0
47,78,104,1
37,194,350,1
18,40,126,1
29,218,74,1
19,184,147,1
48,158,356,1
33,350,138,1
52,60,34,1
40,141,211,1
37,125,187,1
19,324,199,1
51,347,358,1
25,196,107,1
58,225,69,0
33,237,109,1
38,357,223,1
29,111,349,1
65,201,147,1
45,322,17,1
60,209,316,1
59,107,104,1
48,167,68,1
48,62,210,1
41,315,110,0
39,329,349,1
34,273,306,1
54,116,64,1
33,201,21,1
22,236,328,1
40,133,24,1
58,195,191,1
53,352,60,1
51,94,153,1
51,33,52,1
60,79,177,1
38,52,140,1
29,66,24,1
46,62,318,1
46,20,335,1
53,352,290,1
34,41,80,1
60,275,167,0
27,248,87,1
28,94,293,1
33,335,57,1
29,45,200,1
60,205,294,1
36,63,38,1
45,79,138,1
30,22,56,1
38,167,172,1
57,318,239,1
19,53,353,1
62,351,265,1
30,50,41,1
40,244,317,1
62,124,173,1
51,359,126,1
55,36,354,1
48,91,189,1
39,355,183,1
58,7,50,1
49,191,162,1
41,97,99,1
65,360,7,1
55,179,333,1
51,243,49,0
24,318,354,1
44,334,178,1
56,163,107,1
41,92,29,1
26,321,156,1
46,325,297,1
27,9,47,1
65,39,315,1
36,2,8,1
64,20,35,1
55,345,118,0
23,217,297,1
52,221,45,0
56,251,103,0
62,210,238,1
49,308,12,1
20,97,316,1
33,302,353,1
52,139,74,1
19,128,194,1
18,355,36,1
46,80,195,1
27,30,68,1
61,247,14,0
54,202,145,1
60,297,77,0
55,348,246,1
45,133,343,1
32,70,352,1
43,259,314,1
35,311,232,1
21,204,274,1
49,95,121,1
35,38,83,1
54,285,351,1
43,264,212,1
56,105,278,1
35,249,221,1
28,151,3,1
28,204,84,1
33,97,129,1
41,73,354,1
28,153,330,1
31,85,240,1
57,228,25,0
59,245,84,0
33,278,12,1
29,88,117,1
61,247,117,0
62,147,281,1
21,47,113,1
38,270,339,1
19,278,116,1
42,99,83,1
28,349,173,1
23,334,121,1
62,265,82,0
57,165,67,1
51,300,207,1
30,170,181,1
39,84,210,1
65,213,22,0
46,118,263,1
51,163,230,1
46,338,89,1
44,181,357,1
23,50,228,1
36,317,294,1
18,35,56,1
19,192,293,1
53,50,64,1
57,21,170,1
28,205,12,1
32,164,269,1
29,57,157,1
22,289,208,1
20,270,222,1
23,125,184,1
45,21,98,1
32,235,353,1
31,67,317,1
47,202,237,1
33,54,231,1
57,77,79,1
31,111,201,1
58,357,55,1
25,99,357,1
37,175,67,1
50,224,90,0
47,71,312,1
63,213,58,0
55,14,251,1
64,90,116,1
62,69,252,1
19,229,263,1
55,353,282,1
50,136,311,1
42,199,144,1
27,142,90,1
52,27,27,1
23,291,87,1
21,21,139,1
32,342,191,1
45,229,222,1
59,9,265,1
40,289,163,1
53,265,193,1
36,350,315,1
20,151,93,1
57,243,333,1
58,182,327,1
29,325,193,1
49,156,127,1
